UAP 80;80;45;5;8;8;;;;;;10.67;8.4;107.1;26.78;31.87;3.17;4.51;21.33;7.38;13.64;1.41;17.7;1.9;0.00018;
UAP 100;100;50;5.5;8.5;8.5;;;;;;13.38;10.5;209.5;41.9;49.59;3.96;6.07;32.83;9.95;18.47;1.57;19;2.65;0.00045;
UAP 130;130;55;6;9.5;9.5;;;;;;17.5;13.7;459.6;70.7;83.51;5.12;8.52;51.34;13.78;25.55;1.71;21.1;4.15;0.00122;
UAP 150;150;65;7;10.25;10.25;;;;;;22.84;17.9;796.1;106.1;125.3;5.9;11.28;93.25;20.97;38.78;2.02;23.3;6.51;0.00299;
UAP 175;175;70;7.5;10.75;10.75;;;;;;27.06;21.2;1270;145.1;171.5;6.85;13.97;126.4;25.92;47.47;2.16;24.5;8.43;0.00562;
UAP 200;200;75;8;11.5;11.5;;;;;;31.98;25.1;1946;194.6;230.1;7.8;16.97;169.7;32.13;58.29;2.3;26.2;11.24;0.00998;
UAP 220;220;80;8;12.5;12.5;;;;;;36.27;28.5;2710;246.4;289.9;8.64;18.83;222.3;39.68;72.56;2.48;27.8;14.4;0.01582;
UAP 250;250;85;9;13.5;13.5;;;;;;43.8;34.4;4136;330.9;391.8;9.72;23.89;295.4;48.87;87.65;2.6;30.4;20.38;0.02743;
UAP 300;300;100;9.5;16;16;;;;;;58.56;46;8170;544.7;639.3;11.81;30.64;562.1;79.88;145.8;3.1;34.9;36.3;0.07504;
