HE 550 AA;522;300;11.5;15;27;;;;;;152.8;120;72870;2792;3128;21.84;72.66;6767;451.1;698.6;6.65;73.13;133.7;4.338;
HE 550 A;540;300;12.5;24;27;;;;;;211.8;166;111900;4146;4622;22.99;83.72;10820;721.3;1107;7.15;92.13;351.5;7.189;
HE 550 B;550;300;15;29;27;;;;;;254.1;199;136700;4971;5591;23.2;100.1;13080;871.8;1341;7.17;104.6;600.3;8.856;
HE 550 M;572;306;21;40;27;;;;;;354.4;278;198000;6923;7933;23.64;139.6;19160;1252;1937;7.35;132.6;1554;13.52;
HE 600 AA;571;300;12;15.5;27;;;;;;164.1;129;91900;3218;3623;23.66;81.29;6993;466.2;724.5;6.53;74.63;149.8;5.381;
HE 600 A;590;300;13;25;27;;;;;;226.5;178;141200;4787;5350;24.97;93.21;11270;751.4;1156;7.05;94.63;397.8;8.978;
HE 600 B;600;300;15.5;30;27;;;;;;270;212;171000;5701;6425;25.17;110.8;13530;902;1391;7.08;107.1;667.2;10.97;
HE 600 M;620;305;21;40;27;;;;;;363.7;285;237400;7660;8772;25.55;149.7;18980;1244;1930;7.22;132.6;1564;15.91;
HE 600 x 337;632;310;25.5;46;27;;;;;;429.2;337;283200;8961;10380;25.69;180.5;22940;1480;2310;7.31;149.1;2451;19.61;
HE 600 x 399;648;315;30;54;27;;;;;;508.5;399;344600;10640;12460;26.03;213.6;28280;1796;2814;7.46;169.6;3966;24.81;
HE 650 AA;620;300;12.5;16;27;;;;;;175.8;138;113900;3676;4160;25.46;90.4;7221;481.4;750.7;6.41;76.13;167.5;6.567;
HE 650 A;640;300;13.5;26;27;;;;;;241.6;190;175200;5474;6136;26.93;103.2;11720;781.6;1205;6.97;97.13;448.3;11.03;
HE 650 B;650;300;16;31;27;;;;;;286.3;225;210600;6480;7320;27.12;122;13980;932.3;1441;6.99;109.6;739.2;13.36;
HE 650 M;668;305;21;40;27;;;;;;373.7;293;281700;8433;9657;27.45;159.7;18980;1245;1936;7.13;132.6;1579;18.65;
HE 650 x 343;680;309;25;46;27;;;;;;437.5;343;333700;9815;11350;27.62;189.6;22720;1470;2300;7.21;148.6;2442;22.73;
HE 650 x 407;696;314;29.5;54;27;;;;;;518.8;407;405400;11650;13620;27.95;224.8;28020;1785;2803;7.35;169.1;3958;28.71;
HE 700 AA;670;300;13;17;27;;;;;;190.9;150;142700;4260;4840;27.34;100.3;7673;511.5;799.7;6.34;78.63;195.2;8.155;
HE 700 A;690;300;14.5;27;27;;;;;;260.5;204;215300;6241;7032;28.75;117;12180;811.9;1257;6.84;100.1;513.9;13.35;
HE 700 B;700;300;17;32;27;;;;;;306.4;241;256900;7340;8327;28.96;137.1;14440;962.7;1495;6.87;112.6;830.9;16.06;
HE 700 M;716;304;21;40;27;;;;;;383;301;329300;9198;10540;29.32;169.8;18800;1237;1929;7.01;132.6;1589;21.4;
HE 700 x 352;728;308;25;46;27;;;;;;448.6;352;389700;10710;12390;29.47;201.6;22510;1461;2293;7.08;148.6;2461;26.05;
HE 700 x 418;744;313;29.5;54;27;;;;;;531.9;418;472500;12700;14840;29.8;239;27760;1774;2797;7.22;169.1;3989;32.85;
HE 800 AA;770;300;14;18;30;;;;;;218.5;172;208900;5426;6225;30.92;123.8;8134;542.2;856.6;6.1;85.15;256.8;11.45;
